num,url,full_url,pubdate,title,description,download_url
79,https://www.thisamericanlife.org/episode/79,https://www.thisamericanlife.org/79/stuck-in-the-wrong-decade,"October 10, 1997",Stuck in the Wrong Decade,"People stuck in the wrong decade, or simply carrying a lot of the props from another decade.
",https://stream.thisamericanlife.org/79/a4mPDiOWxE3rRPJkmf8K77zXT7mq9KL4Lo4QaRguSJI/79.mp3
80,https://www.thisamericanlife.org/episode/80,https://www.thisamericanlife.org/80/running-after-antelope,"October 17, 1997",Running After Antelope,"Stories of people engaged in a battle with nature — a battle they don't stand much chance of winning. Most of the show is Scott Carrier's story of trying for twelve years to chase down and catch an antelope by foot.
",https://stream.thisamericanlife.org/80/HBf2uMV6CE8gfW4gk6FVQkF0hnT3B_cuxAwzNQKBia8/80.mp3
81,https://www.thisamericanlife.org/episode/81,https://www.thisamericanlife.org/81/guns,"October 24, 1997",Guns,"Americans who love their guns, and the Americans who love them.
",https://stream.thisamericanlife.org/81/_nBKOsNJ82vrj0_XR2OcBoo75nlOqscbs7VBbYkmvms/81.mp3
82,https://www.thisamericanlife.org/episode/82,https://www.thisamericanlife.org/82/haunted,"October 31, 1997",Haunted,"Stories of people who are haunted, not by ghosts or phantoms, but by other people.
",https://stream.thisamericanlife.org/82/ITSBG3xrGWoqfnNZXIKnIyS7DeH9Q-2BmfDByoh7wwA/82.mp3
83,https://www.thisamericanlife.org/episode/83,https://www.thisamericanlife.org/83/one-of-us,"November 14, 1997",One of Us,"Stories of outsiders who want to be insiders, and vice versa.",https://stream.thisamericanlife.org/83/MajfVYgHEMEQthQeqYaPq6iIAJg8BmV4Bzq9nR8Whj8/83.mp3
84,https://www.thisamericanlife.org/episode/84,https://www.thisamericanlife.org/84/harold,"November 21, 1997",Harold,"The story of Harold Washington, the greatest politician you've probably never heard of, and the white backlash that was set off when he became Chicago's first black mayor. This weekend is the 30th anniversary of his death.
",https://stream.thisamericanlife.org/84/34IqYKwmTddi_rMn78cUq23pSG97YDFQ0oe03qyUTFg/84.mp3
85,https://www.thisamericanlife.org/episode/85,https://www.thisamericanlife.org/85/poultry-slam-1997,"December 5, 1997",Poultry Slam 1997,"Humans have turned chicken and turkey into what we want them to be, which means that chickens and turkeys are a mirror of ourselves.",https://stream.thisamericanlife.org/85/a8p5Lkel2KF0NAyf6nLqnwwg40DjWhEi8lG3Ja7ZuGY/85.mp3
86,https://www.thisamericanlife.org/episode/86,https://www.thisamericanlife.org/86/how-to-take-money-from-strangers,"December 12, 1997",How to Take Money from Strangers,"Two stories of how to get money from strangers. In both stories, the money is made by people who make the strangers feel good about themselves and about their nation.
",https://stream.thisamericanlife.org/86/Ti60NcyxJhtlkaemIO7PQBauFeVsKECUPzwlG6BVOhM/86.mp3
87,https://www.thisamericanlife.org/episode/87,https://www.thisamericanlife.org/87/a-very-special-sedaris-christmas,"December 19, 1997",A Very Special Sedaris Christmas,"Stories from David Sedaris's book of Christmas stories, Holidays on Ice, read onstage by David, Julia Sweeney and actor Matt Malloy.
",https://stream.thisamericanlife.org/87/XZ1BFmMKOaB4fYn_SGlAkp-2VODRp89xQCGInM1Sgvo/87.mp3
88,https://www.thisamericanlife.org/episode/88,https://www.thisamericanlife.org/88/numbers,"January 2, 1998",Numbers,"Numbers lie. Numbers cover over complicated feelings and ambiguous situations. In this week's show, stories of people trying to use numbers to describe things that should not be quantified.
",https://stream.thisamericanlife.org/88/EVQN6oh1KU0FzIElyweHO6W6rghCvJO7ZvBzqrotqXg/88.mp3
89,https://www.thisamericanlife.org/episode/89,https://www.thisamericanlife.org/89/sibling-rivalry,"January 9, 1998",Sibling Rivalry,Stories about people who are destined to fight: brothers and sisters.,https://stream.thisamericanlife.org/89/-Tp8fth0aYoc52dzuhkIkzoVMY6a4ggecZURGzar4dc/89.mp3
90,https://www.thisamericanlife.org/episode/90,https://www.thisamericanlife.org/90/telephone,"January 16, 1998",Telephone,"Stories of who we are on the phone, of things we learn on the phone, and of things that happen on the phone that don't happen anywhere else.
",https://stream.thisamericanlife.org/90/i8st41s8g4tjkT3QgCL3fYSJDvY1uQ0BMAwA49gtVRA/90.mp3
91,https://www.thisamericanlife.org/episode/91,https://www.thisamericanlife.org/91/escape-the-box,"January 30, 1998",Escape the Box,"Stories of people trying to escape the box of their own lives, and create new lives.",https://stream.thisamericanlife.org/91/1cLftqcFRlsA750T_yQD8uRu5G0vw5HnGQmitdC3m9I/91.mp3
92,https://www.thisamericanlife.org/episode/92,https://www.thisamericanlife.org/92/leave-the-mask-on,"February 6, 1998",Leave the Mask On,"Stories about those moments when someone tries to tell you a little bit more about themselves than you'd really rather know.
",https://stream.thisamericanlife.org/92/OONzH_nO9QsQSoCQY1zLhT7sP7R_iew49BB985t4DH0/92.mp3
93,https://www.thisamericanlife.org/episode/93,https://www.thisamericanlife.org/93/valentines-day-98,"February 13, 1998",Valentine’s Day ’98 ,"Stories about couples that all take place decades after that moment their eyes first meet.
",https://stream.thisamericanlife.org/93/p1LGI7GwdnuggRzTINbYKLccPez91-mapuIBl7wvKQ8/93.mp3
94,https://www.thisamericanlife.org/episode/94,https://www.thisamericanlife.org/94/how-to,"February 27, 1998",How To,"What happens during a ""how-to,"" and what our how-to's say about us. Most how-to's promise that you'll not only learn skills, you'll be transformed.
",https://stream.thisamericanlife.org/94/pPvUFRQCg0EdrgsrwpjrLqbB3yQsNfQzefqSSy2EfAM/94.mp3
95,https://www.thisamericanlife.org/episode/95,https://www.thisamericanlife.org/95/monogamy,"March 6, 1998",Monogamy,"How should we react to people who are in non-monogamous relationships? What should we think of these struggles with monogamy?
",https://stream.thisamericanlife.org/95/fWGSp6_Qwx5cytqZXfAvjcT9ssV4uh6sr9flFoC0poQ/95.mp3
96,https://www.thisamericanlife.org/episode/96,https://www.thisamericanlife.org/96/pinned-by-history,"March 13, 1998",Pinned by History,People who left their private lives and were seized by some huge historical moment.,https://stream.thisamericanlife.org/96/2RVG8B-nlwKQh9SRu8tBKPYKVRPbuW5jOvtsxSa9P68/96.mp3
97,https://www.thisamericanlife.org/episode/97,https://www.thisamericanlife.org/97/death-to-wacky,"March 20, 1998",Death to Wacky,"An assault on the idea of wackiness. And then, an appreciation of wackiness, and an analysis of wackiness in American culture. Thirteen ways to describe wackiness.
",https://stream.thisamericanlife.org/97/pbdDuJfYmLZk82TyX_tINT5MS5hhl_DmX3heOPtUzd0/97.mp3
98,https://www.thisamericanlife.org/episode/98,https://www.thisamericanlife.org/98/throwing-the-first-punch,"March 27, 1998",Throwing the First Punch,"Stories about what it means to be a person who throws the first punch, and how hard it is to give up.",https://stream.thisamericanlife.org/98/HYo_a6eghSQ3Sm0aCzAJol1IC5GVdQ9geocynfyzXf4/98.mp3
99,https://www.thisamericanlife.org/episode/99,https://www.thisamericanlife.org/99/i-enjoy-being-a-girl-sort-of,"April 10, 1998","I Enjoy Being A Girl, Sort Of","Variations on what it means to be a girl and what it means to be a woman.
",https://stream.thisamericanlife.org/99/mjprBd54ubb_srrWKA3qJAHtmvF0H2VP44gHTLGU2fs/99.mp3
100,https://www.thisamericanlife.org/episode/100,https://www.thisamericanlife.org/100/radio,"April 24, 1998",Radio,"For the 100th episode of This American Life, a radio show about the pleasures of radio. About what makes radio so great, and what makes it so terrible.
",https://stream.thisamericanlife.org/100/6V_hMG9fi7Pp7Vl8IKlfpko2_eSP6EZua0B1fuT4q7k/100.mp3
101,https://www.thisamericanlife.org/episode/101,https://www.thisamericanlife.org/101/niagara,"May 1, 1998",Niagara,"The story of Niagara Falls, a town that started with something huge—the falls—and built nothing lasting from it. During this hour, a special edition of our show: Stories about Niagara Falls, half of them from documentary producer Alix Spiegel, who went to the Falls and interviewed people living there; and half from playwright David Kodeski, who grew up in the town of Niagara Falls.
",https://stream.thisamericanlife.org/101/oLIXDGBq5Dch8R5jUVQeRCEgl5BkZsahOpP3SPEuMK4/101.mp3
102,https://www.thisamericanlife.org/episode/102,https://www.thisamericanlife.org/102/road-trip,"May 22, 1998",Road Trip!,"With so many songs, movies, and books about the joy of the open road, it's hard to take just a normal road trip without huge expectations.
",https://stream.thisamericanlife.org/102/Yumpei_cD3VGqOM_BpSM9eutuIwkQQPShtbMZja9fmg/102.mp3
103,https://www.thisamericanlife.org/episode/103,https://www.thisamericanlife.org/103/scenes-from-a-transplant,"May 29, 1998",Scenes from A Transplant,"An NPR reporter leaves her three-year-old son and heads to Omaha—for cancer treatment—a last chance to save her life. After years of covering stories about medicine, Rebecca Perl enters the hospital as a patient. She moves from the world of healthy people into the world of sick ones. What she sees and what she learns.",https://stream.thisamericanlife.org/103/27902enFUC2pHn7zTrQtJJOIigQsnZUflysEMGCYkxA/103.mp3
104,https://www.thisamericanlife.org/episode/104,https://www.thisamericanlife.org/104/music-lessons,"June 5, 1998",Music Lessons,"What's frustrating about music lessons, what's miraculous about them, and what they actually teach us. This show was recorded in front of a live audience at the Yerba Buena Center for the Arts in San Francisco, with help from KQED-FM, during the 1998 Public Radio Conference in San Francisco.
",https://stream.thisamericanlife.org/104/E2KnffZaSncjY5CiuZHaHAcKKTJaXgUIFKm1WBLsXTA/104.mp3
105,https://www.thisamericanlife.org/episode/105,https://www.thisamericanlife.org/105/take-a-negro-home,"June 12, 1998",Take A Negro Home,"Two stories of people who try to cross the color line — and why it's still so hard. We hear the story of a failed interracial marriage and the story of a teenager from a poor inner city neighborhood (Cedric Jennings, pictured) who ends up at an Ivy League University — and how he barely survives there.
",https://stream.thisamericanlife.org/105/-ze6L2xWgJMfv3i5QkyKP9fiJRR8edNLIvRFIGqOedc/105.mp3
106,https://www.thisamericanlife.org/episode/106,https://www.thisamericanlife.org/106/fathers-day-98,"June 19, 1998",Father’s Day ‘98,"For this Father's Day, stories in which fathers and their kids sit down and try to have an honest moment together. And stories about fathers who aren't close with their kids.",https://stream.thisamericanlife.org/106/HF-mWnSFwxK3J_1PcKf0TF1X-4rtiQRB82soK88jlKk/106.mp3
107,https://www.thisamericanlife.org/episode/107,https://www.thisamericanlife.org/107/trail-of-tears-1998,"July 3, 1998",Trail of Tears (1998),"Writer Sarah Vowell and her twin sister re-trace the ""Trail of Tears"" — the route their Cherokee ancestors took when expelled from their own land by President Andrew Jackson. On the way, Sarah and her sister visit the land they would have grown up in had the Cherokees not been expelled, Andrew Jackson's home, and the land in Oklahoma where the Cherokee nation settled (and where Sarah and her sister were born). They reflect on their own American-ness and Cherokee-ness, and on the more difficult question: What's history good for, anyway?
",https://stream.thisamericanlife.org/107/yQ83HKR8-2DLlyt_Z5LCZc1uVRKQkDz-ClzxFg3bqOI/107.mp3
108,https://www.thisamericanlife.org/episode/108,https://www.thisamericanlife.org/108/truth-and-lies-at-age-ten,"August 7, 1998",Truth and Lies at Age Ten,"Two stories of children lying to themselves and others. A woman who'd been diagnosed with cystic fibrosis talks about the lies she told herself as a child. And Dan Gediman tells the story of how he was cast in the public TV show Zoom, which aired from 1972 to 1979, at the age of ten. Then he was cut from the cast before the show ever went on the air. So for years, he lied about it. He let friends believe he was on Zoom.",https://stream.thisamericanlife.org/108/o-tEmpksQMrEnexKdKsRsm8t_TiEOYCv8fXNzRnudkA/108.mp3
109,https://www.thisamericanlife.org/episode/109,https://www.thisamericanlife.org/109/notes-on-camp,"August 28, 1998",Notes on Camp,"People who love summer camp say that non-camp people simply don't understand what's so amazing about it. We attempt to bridge this gap of misunderstanding between camp people and non-camp people.
",https://stream.thisamericanlife.org/109/NtHeuKzJ5BBwL24zeYtE9hf-kZ8-YP0-kU1lT7p_WY4/109.mp3
110,https://www.thisamericanlife.org/episode/110,https://www.thisamericanlife.org/110/mapping,"September 4, 1998",Mapping,"Five ways of mapping the world. One story about people who make maps the traditional way — by drawing things we can see. And other stories about people who map the world using smell, sound, touch, and taste. The world redrawn by the five senses.
",https://stream.thisamericanlife.org/110/Rz_aBEmGWci9rmc-Gzq0Ag3CH0NthGDLU0xOlLqf3uE/110.mp3
111,https://www.thisamericanlife.org/episode/111,https://www.thisamericanlife.org/111/adventures-in-the-simple-life,"September 11, 1998",Adventures in the Simple Life,"I thought this was supposed to be easy. Tales from the simple life.
",https://stream.thisamericanlife.org/111/b69gg4elTeV-ZeXBQ1Hv_M4c8Zt_n1zBWYd1cFkHSFA/111.mp3
112,https://www.thisamericanlife.org/episode/112,https://www.thisamericanlife.org/112/ladies-and-germs,"October 2, 1998",Ladies and Germs,"Germs, and how they make us leave the world of rational thinking.",https://stream.thisamericanlife.org/112/MyHo5JuuuYesx4q3y29vb3oWwBd_v2UnlX8KDsbIvyY/112.mp3
113,https://www.thisamericanlife.org/episode/113,https://www.thisamericanlife.org/113/windfall,"October 16, 1998",Windfall,"What happens when you suddenly strike it rich. And the power money has over our lives, for good and bad.
",https://stream.thisamericanlife.org/113/MJiiITYV13oAIRMpiRvg7wkBRGGfLoXeNwvfXAONxdA/113.mp3
114,https://www.thisamericanlife.org/episode/114,https://www.thisamericanlife.org/114/last-words,"October 23, 1998",Last Words,"Stories of people's last words before death. Their one last shot at figuring things out, summing things up. One last moment of asserting the fact of our existence, at the moment of our annihilation.",https://stream.thisamericanlife.org/114/IElQ5t4dUTM1665CZA14oeHddwP5ckUvQ8YrdRwD_r8/114.mp3
115,https://www.thisamericanlife.org/episode/115,https://www.thisamericanlife.org/115/first-day,"November 13, 1998",First Day,"Stories of the first day on the job, the first day in a relationship, the first day in school. On the first day, any first day, we're expected to live by the rules and customs of the culture we're entering, but we don't know those rules and customs just yet. These are stories of people trying to make the transition—and the difficulty of making the transition—in a new place, from outsider to insider.
",https://stream.thisamericanlife.org/115/1aOrUNWKSdf7ELjVdRDgAIl8yJW3EfVrLt-QNCxcR3Q/115.mp3
